u,v,matched_ref,route_no,road_name,highway,oneway,maxspeed,lanes,name,segment_length_m
98554144,98554769,A17,AA017,Galle - Deniyaya - Madampe,trunk,False,70,2,"['Akuressa Road', 'Deniyaya Road']",12228.575767434484
98554144,98554099,A17,AA017,Galle - Deniyaya - Madampe,trunk,False,70,2,Deniyaya Road,2551.3102079656837
98554769,2164965693,A17,AA017,Galle - Deniyaya - Madampe,trunk,False,70,2,Deniyaya Road,99.23555392430535
98554769,98554144,A17,AA017,Galle - Deniyaya - Madampe,trunk,False,70,2,"['Akuressa Road', 'Deniyaya Road']",12228.57576743448
98554769,1231840453,A24,AA024,Matara - Akuressa,trunk,False,"['72', '70']",2,"['Matara-Akuressa Road', 'Matara Road']",9075.628777470327
102737773,102737884,A2,AA002,Colombo - Galle - Hambantota - Wellawaya,trunk,False,70,2,Matara-Hambantota Road,50.55579977530333
102737773,3256396052,A2,AA002,Colombo - Galle - Hambantota - Wellawaya,trunk,False,70,2,Matara-Hambantota Road,39.88064403954145
102737846,3592218007,A2,AA002,Colombo - Galle - Hambantota - Wellawaya,trunk,False,70,2,Matara-Hambantota Road,432.4873255749472
102737846,102737884,A2,AA002,Colombo - Galle - Hambantota - Wellawaya,trunk,False,70,2,Matara-Hambantota Road,54.839047166000306
102737884,102737846,A2,AA002,Colombo - Galle - Hambantota - Wellawaya,trunk,False,70,2,Matara-Hambantota Road,54.83904716600031
102737884,102737773,A2,AA002,Colombo - Galle - Hambantota - Wellawaya,trunk,False,70,2,Matara-Hambantota Road,50.55579977530333
127658294,248608270,A0,AA000,Kollupitiya - Sri Jayewardenepura,trunk,False,60,2,Horton Place,419.7904369353131
127658294,4798976659,A0,AA000,Kollupitiya - Sri Jayewardenepura,trunk,False,60,2,"['Dudley Senanayake Mawatha', 'Horton Place']",589.0864614214894
127658312,191792898,A2,AA002,Colombo - Galle - Hambantota - Wellawaya,trunk,True,60,4,Galle Road,393.49623176918766
127659606,191856851,A7,AA007,Avissawella - Hatton - Nuwara Eliya,trunk,False,60,2,Yatiyantota Road,5453.6356650867
127659606,3095525776,A7,AA007,Avissawella - Hatton - Nuwara Eliya,trunk,False,60,2,"['Talduwa Bridge', 'Yatiyantota Road']",1381.500348793711
127660871,2247695861,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,True,50,2,H. Sri Nassanka Mawatha (High Level Road),207.61067836565033
127660889,10771363400,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,True,50,2,High Level Road,480.88447920840866
129605583,1212770520,A8,AA008,Panadura - Nambapana - Ratnapura,trunk,False,"['70', '50']",2,Horana Road,2630.4971084531153
129605583,256663997,A8,AA008,Panadura - Nambapana - Ratnapura,trunk,False,50,2,Horana Road,399.2120778133854
129607626,1723172770,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,False,60,1,High Level Road,464.7714684876607
129607626,1697583102,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,False,60,1,High Level Road,61.51756094245445
129610044,1150403364,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,False,60,2,High Level Road,1145.286693329016
129610044,1697437102,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,False,60,"['1', '2']",High Level Road,5120.462948047061
129615686,2068162856,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,False,60,,High Level Road,2043.7095440486082
129615686,1430578050,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,False,60,,High Level Road,1612.913534332732
129615826,635164975,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,True,60,"['3', '2']",High Level Road,1975.0103667312417
129615826,642867474,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,False,60,4,High Level Road,70.0928172002756
129615869,619918508,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,False,50,,High Level Road,616.1506795231898
129615869,619956323,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,False,50,,High Level Road,1443.4758677644256
129615924,9959089698,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,False,50,4,High Level Road,565.3707484888826
129615924,2071116345,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,False,"['60', '50']",,High Level Road,975.8163318056761
129615942,9959089698,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,False,50,4,High Level Road,24.78476408691185
129615942,651260245,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,False,50,4,High Level Road,33.45358333579149
130019052,4515020714,A2,AA002,Colombo - Galle - Hambantota - Wellawaya,trunk,True,60,,Galle Road,255.19733919850887
130445177,1138481094,A2,AA002,Colombo - Galle - Hambantota - Wellawaya,trunk,False,70,2,Galle Road,302.9117384758351
130445177,130445309,A2,AA002,Colombo - Galle - Hambantota - Wellawaya,trunk,False,70,2,Galle Road,235.54473613120663
130445309,130445177,A2,AA002,Colombo - Galle - Hambantota - Wellawaya,trunk,False,70,2,Galle Road,235.54473613120663
130445309,130445589,A2,AA002,Colombo - Galle - Hambantota - Wellawaya,trunk,False,70,2,Galle Road,1038.946846708434
130445589,130445309,A2,AA002,Colombo - Galle - Hambantota - Wellawaya,trunk,False,70,2,Galle Road,1038.946846708434
130445589,248048875,A2,AA002,Colombo - Galle - Hambantota - Wellawaya,trunk,False,70,"['4', '2']",Galle Road,5841.741378795209
130462216,1231879141,A2,AA002,Colombo - Galle - Hambantota - Wellawaya,trunk,False,60,2,Matara Road,4202.630623823434
138713219,5234940056,A2,AA002,Colombo - Galle - Hambantota - Wellawaya,trunk,True,60,2,Colombo Road,44.044767751726624
191792898,666903979,A2,AA002,Colombo - Galle - Hambantota - Wellawaya,trunk,True,"['70', '60']",4,Galle Road,188.14636817703823
191794735,7081602427,A2,AA002,Colombo - Galle - Hambantota - Wellawaya,trunk,True,60,2,Galle Face Centre Road,297.2191736547771
191799826,6272039662,A0,AA000,Kollupitiya - Sri Jayewardenepura,trunk,True,60,2,Ananda Coomaraswamy Mawatha,40.02475381936586
191816795,269351942,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,False,60,4,Sir Ernest de Silva Mawatha,381.9370594635275
191856851,8169922827,A7,AA007,Avissawella - Hatton - Nuwara Eliya,trunk,False,60,2,Yatiyantota Road,868.0802294017784
191856851,127659606,A7,AA007,Avissawella - Hatton - Nuwara Eliya,trunk,False,60,2,Yatiyantota Road,5453.6356650867065
198601066,3217150026,A21,AA021,Kegalle - Bulathkohupitiya - Karawanella,trunk,True,40,1,Kegalle-Bulathkohupitiya-Karawanella Road,36.65761657148429
198601066,5153458214,A21,AA021,Kegalle - Bulathkohupitiya - Karawanella,trunk,False,60,2,Kegalle-Bulathkohupitiya-Karawanella Road,2853.293179883989
198851718,248048875,A2,AA002,Colombo - Galle - Hambantota - Wellawaya,trunk,False,70,"['2', '4']",Galle Road,5949.013666842821
198851718,3090460083,A2,AA002,Colombo - Galle - Hambantota - Wellawaya,trunk,False,"['70', '50']","['2', '4']",Galle Road,4466.136577000102
206594633,127660871,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,True,50,2,"['H. Sri Nassanka Mawatha (High Level Road)', 'H. Sri Nassanka Mawatha (Maya Avenue)']",197.84751564682773
206596162,1475773455,A3,AA003,Peliyagoda - Puttalam,trunk,True,60,2,Negombo Road,474.18491407964456
206597309,3805872958,A3,AA003,Peliyagoda - Puttalam,trunk,True,60,2,Negombo Road,950.760219611758
245519497,1446610199,A8,AA008,Panadura - Nambapana - Ratnapura,trunk,False,50,2,Ratnapura Road,25.719062035215792
245519497,256663997,A8,AA008,Panadura - Nambapana - Ratnapura,trunk,False,50,2,Horana Road,355.8081136687123
245519498,1446610199,A8,AA008,Panadura - Nambapana - Ratnapura,trunk,False,50,2,Ratnapura Road,134.17202951218877
245519498,253718899,A8,AA008,Panadura - Nambapana - Ratnapura,trunk,False,50,2,Ratnapura Road,371.69642207194715
247139123,247139339,A7,AA007,Avissawella - Hatton - Nuwara Eliya,trunk,False,70,2,Hatton Road,5319.431763175388
247139123,1190507161,A7,AA007,Avissawella - Hatton - Nuwara Eliya,trunk,False,70,2,Hatton Road,703.0620367899877
247139339,5252242488,A7,AA007,Avissawella - Hatton - Nuwara Eliya,trunk,False,70,2,Hatton Road,7998.773326826268
247139339,247139123,A7,AA007,Avissawella - Hatton - Nuwara Eliya,trunk,False,70,2,Hatton Road,5319.431763175384
247140202,4108748760,A7,AA007,Avissawella - Hatton - Nuwara Eliya,trunk,False,70,2,Talawakelle Road,4187.921911825382
247140202,4507913122,A7,AA007,Avissawella - Hatton - Nuwara Eliya,trunk,False,"['70', '50']",2,"['Main Street', 'Talawakelle Road']",5755.458720877075
247140495,247140995,A7,AA007,Avissawella - Hatton - Nuwara Eliya,trunk,False,70,2,Nanu Oya Road,10280.07102737902
247140495,3517327762,A7,AA007,Avissawella - Hatton - Nuwara Eliya,trunk,False,70,2,Nanu Oya Road,6773.409854846212
247140995,247141016,A7,AA007,Avissawella - Hatton - Nuwara Eliya,trunk,False,"['70', '50']",2,"['Main Street', 'Nanu Oya Road']",875.7626020622546
247140995,247140495,A7,AA007,Avissawella - Hatton - Nuwara Eliya,trunk,False,70,2,Nanu Oya Road,10280.071027379012
247141016,247140995,A7,AA007,Avissawella - Hatton - Nuwara Eliya,trunk,False,"['70', '50']",2,"['Main Street', 'Nanu Oya Road']",875.7626020622546
247141016,3390658487,A7,AA007,Avissawella - Hatton - Nuwara Eliya,trunk,False,70,2,"['Main Street', 'Nanu Oya Road']",4512.2642232096405
248048875,130445589,A2,AA002,Colombo - Galle - Hambantota - Wellawaya,trunk,False,70,"['4', '2']",Galle Road,5841.741378795212
248048875,198851718,A2,AA002,Colombo - Galle - Hambantota - Wellawaya,trunk,False,70,"['4', '2']",Galle Road,5949.01366684282
248608270,127658294,A0,AA000,Kollupitiya - Sri Jayewardenepura,trunk,False,60,2,Horton Place,419.7904369353131
248608270,10682149773,A0,AA000,Kollupitiya - Sri Jayewardenepura,trunk,True,60,2,Horton Place,22.102621102505
250131591,33389466,A2,AA002,Colombo - Galle - Hambantota - Wellawaya,trunk,False,70,2,Tangalle Road,4824.890602888662
250131591,3279650333,A2,AA002,Colombo - Galle - Hambantota - Wellawaya,trunk,False,70,2,Tangalle Road,332.73020112723333
250131773,33389341,A2,AA002,Colombo - Galle - Hambantota - Wellawaya,trunk,False,70,2,Tangalle Road,431.2512243866413
250131773,2155946168,A2,AA002,Colombo - Galle - Hambantota - Wellawaya,trunk,False,70,2,Tangalle Road,1231.615086941008
250731003,13399644563,A0,AA000,Kollupitiya - Sri Jayewardenepura,trunk,True,70,2,Sri Jayewardenepura Mawatha,194.5978892106902
252541774,98554099,A17,AA017,Galle - Deniyaya - Madampe,trunk,False,70,2,Deniyaya Road,8438.220214796664
252541774,2434214580,A17,AA017,Galle - Deniyaya - Madampe,trunk,False,70,2,"['Akuressa Road', 'Deniyaya Road']",1335.56575268164
253022446,4422642586,A1,AA001,Colombo - Kandy,trunk,True,60,3,Dr. Danister de Silva Mawatha,45.79910257605009
253022456,324997824,A1,AA001,Colombo - Kandy,trunk,True,60,3,"['New Kelani Bridge Road', 'New Kelani Bridge']",725.6829789979121
253022458,1431441535,A1,AA001,Colombo - Kandy,trunk,True,60,3,"['New Kelani Bridge Road', 'Baseline Road']",117.36681790209214
253022461,253022458,A1,AA001,Colombo - Kandy,trunk,True,60,3,"['New Kelani Bridge Road', 'New Kelani Bridge']",672.5635543445587
253718899,1796922853,A8,AA008,Panadura - Nambapana - Ratnapura,trunk,False,"['70', '50']",2,Ratnapura Road,13020.355516633577
253718899,245519498,A8,AA008,Panadura - Nambapana - Ratnapura,trunk,False,50,2,Ratnapura Road,371.69642207194715
256663997,129605583,A8,AA008,Panadura - Nambapana - Ratnapura,trunk,False,50,2,Horana Road,399.2120778133854
256663997,245519497,A8,AA008,Panadura - Nambapana - Ratnapura,trunk,False,50,2,Horana Road,355.8081136687123
257926216,5693657962,A1,AA001,Colombo - Kandy,trunk,False,60,2,Sri Dalada Veediya,63.216586126728835
258025225,3213759120,A11,AA011,Maradankadawela - Habarana - Tirikkondiadimadu,trunk,False,"['70', '60', '50']",2,Habarana-Trincomalee-Batticaloa Road,18362.741077875224
258025517,1651774036,A9,AA009,Kandy - Jaffna,trunk,False,70,2,Kandy-Jaffna Road,280.2920990150264
258025517,258049598,A9,AA009,Kandy - Jaffna,trunk,False,70,2,Kandy-Jaffna Road,17026.085197342418
258029156,258029159,A5,AA005,Peradeniya - Badulla - Chenkaladi,trunk,False,50,2,Gampola Road,424.8171791821777
258029156,258029175,A1,AA001,Colombo - Kandy,trunk,False,60,2,Sirimavo Bandaranaike Mawatha (Peradeniya Road),112.73482127975241
258029156,35436490,A1,AA001,Colombo - Kandy,trunk,False,60,2,Colombo Road,192.3141594243405
258029159,258029156,A5,AA005,Peradeniya - Badulla - Chenkaladi,trunk,False,50,2,Gampola Road,424.8171791821777
258029159,2078331482,A5,AA005,Peradeniya - Badulla - Chenkaladi,trunk,False,50,2,Penideniya Road,446.09821529029574
258029175,258029156,A1,AA001,Colombo - Kandy,trunk,False,60,2,Sirimavo Bandaranaike Mawatha (Peradeniya Road),112.73482127975241
258029175,3033937981,A1,AA001,Colombo - Kandy,trunk,True,60,2,Sirimavo Bandaranaike Mawatha (Peradeniya Road),337.39670291247495
258030081,10771363401,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,True,50,2,High Level Road,28.352313689079345
258030081,4582456531,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,False,50,4,High Level Road,679.8829698243587
258049265,258049267,A9,AA009,Kandy - Jaffna,trunk,False,60,2,Matale Road,112.7432418149035
258049265,3616502607,A9,AA009,Kandy - Jaffna,trunk,False,60,2,Matale Road,6985.746955928247
258049267,258049265,A9,AA009,Kandy - Jaffna,trunk,False,60,2,Matale Road,112.74324181490347
258049267,1727358941,A9,AA009,Kandy - Jaffna,trunk,False,60,2,Matale Road,2671.0327318817626
258049379,3662474367,A9,AA009,Kandy - Jaffna,trunk,True,60,1,Kandy Road,43.04168653218087
258049379,3620006922,A9,AA009,Kandy - Jaffna,trunk,False,60,2,Kandy Road,2092.542833539106
258049381,2083007820,A9,AA009,Kandy - Jaffna,trunk,False,50,2,Kandy Road,79.6258148428456
258049396,258049381,A9,AA009,Kandy - Jaffna,trunk,True,60,2,Main Street (Trincomalee Street),1169.287596475904
258049396,1980552001,A9,AA009,Kandy - Jaffna,trunk,False,70,,Kandy-Jaffna Road,410.0093253799701
258049453,3710121977,A9,AA009,Kandy - Jaffna,trunk,False,70,,"['Kandy-Jaffna Road', 'Nalanda Oya Bridge']",20137.30721149442
258049453,1980552001,A9,AA009,Kandy - Jaffna,trunk,False,70,,Kandy-Jaffna Road,5588.810016391812
258049598,258025517,A9,AA009,Kandy - Jaffna,trunk,False,70,2,Kandy-Jaffna Road,17026.085197342407
258049598,3710121977,A9,AA009,Kandy - Jaffna,trunk,False,70,,Kandy-Jaffna Road,1454.4645205201195
258053453,6230885416,A0,AA000,Kollupitiya - Sri Jayewardenepura,trunk,True,70,2,Sri Jayewardenepura Mawatha,102.74331506360572
258523315,258523345,A11,AA011,Maradankadawela - Habarana - Tirikkondiadimadu,trunk,False,70,2,Habarana-Polonnaruwa-Batticaloa Road,1038.2913580164536
258523315,1241520120,A11,AA011,Maradankadawela - Habarana - Tirikkondiadimadu,trunk,False,"['70', '60']",2,"['Habarana-Trincomalee-Batticaloa Road', 'Habarana-Polonnaruwa-Batticaloa Road']",10728.042220751511
258523345,258523315,A11,AA011,Maradankadawela - Habarana - Tirikkondiadimadu,trunk,False,70,2,Habarana-Polonnaruwa-Batticaloa Road,1038.2913580164534
258523345,7734473410,A11,AA011,Maradankadawela - Habarana - Tirikkondiadimadu,trunk,True,50,2,Habarana-Polonnaruwa-Batticaloa Road,478.1119995077374
258523358,258523345,A11,AA011,Maradankadawela - Habarana - Tirikkondiadimadu,trunk,True,50,2,Habarana-Polonnaruwa-Batticaloa Road,478.12973930488323
259648460,6258386258,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,False,60,3,Sir James Peiris Mawatha,901.3383872089437
259648460,3164393649,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,False,60,"['3', '2']",Sir James Peiris Mawatha,256.2575304207621
263155120,3591084262,A5,AA005,Peradeniya - Badulla - Chenkaladi,trunk,False,60,2,Kandy Road,3715.249965668689
263155120,263155217,A5,AA005,Peradeniya - Badulla - Chenkaladi,trunk,False,60,2,Kandy Road,3477.853123480265
263155217,263155120,A5,AA005,Peradeniya - Badulla - Chenkaladi,trunk,False,60,2,Kandy Road,3477.853123480265
263155217,263179584,A5,AA005,Peradeniya - Badulla - Chenkaladi,trunk,False,60,2,Kandy Road,3014.0291505740593
263179584,1855322535,A5,AA005,Peradeniya - Badulla - Chenkaladi,trunk,False,50,2,Meewatura Road,1680.9618925720654
263179584,263155217,A5,AA005,Peradeniya - Badulla - Chenkaladi,trunk,False,60,2,Kandy Road,3014.0291505740597
268931354,1792664495,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,False,50,6,Sri Sambuddhatwa Jayanthi Mawatha (Havelock Road),24.081835659985433
268931354,3742192428,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,True,"['70', '50']",2,Sri Sambuddhatwa Jayanthi Mawatha (Havelock Road),446.37725723287906
269202453,3355393382,A0,AA000,Kollupitiya - Sri Jayewardenepura,trunk,True,60,3,Alexandra Roundabout,23.589783503531745
269202456,3355393361,A0,AA000,Kollupitiya - Sri Jayewardenepura,trunk,True,60,3,Alexandra Roundabout,6.311465138196319
