u,v,matched_ref,route_no,road_name,highway,oneway,maxspeed,lanes,name,segment_length_m
3864419811,1840750860,A1,AA001,Colombo - Kandy,trunk,True,60,2,Colombo-Kandy Road,1993.14128205042
3871134706,3591084262,A5,AA005,Peradeniya - Badulla - Chenkaladi,trunk,True,60,1,Kandy Road,22.024923717566004
3871146838,5273425373,A5,AA005,Peradeniya - Badulla - Chenkaladi,trunk,True,60,1,T. B. Panabokke Mawatha (Gangasiri Road),25.68226785442379
3891382236,843513352,A33,AA033,Ja-Ela - Ekala - Gampaha - Yakkala,trunk,True,50,2,Colombo Road,128.77478718829371
3927772236,2087261005,A21,AA021,Kegalle - Bulathkohupitiya - Karawanella,trunk,True,40,1,Kegalle-Bulathkohupitiya-Karawanella Road,24.710967808756553
3935855296,3935855297,A2,AA002,Colombo - Galle - Hambantota - Wellawaya,trunk,False,60,2,Matara Road,22.00879961251886
3935855296,1397090864,A2,AA002,Colombo - Galle - Hambantota - Wellawaya,trunk,False,60,2,Matara Road,1031.9377559687355
3935855297,3935855296,A2,AA002,Colombo - Galle - Hambantota - Wellawaya,trunk,False,60,2,Matara Road,22.00879961251886
3935855297,1397140981,A2,AA002,Colombo - Galle - Hambantota - Wellawaya,trunk,False,60,2,Matara Road,1691.4024081779432
3937818066,1723700615,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,True,72,,Colombo Road,46.157333030434216
3937818093,3937818139,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,True,72,,Colombo Road,43.07496444555307
3937818139,3937818064,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,True,72,,Colombo Road,44.73417813087879
3937818139,1751020481,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,False,72,2,Colombo Road,254.07488187823895
3937837818,310860950,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,False,72,2,Colombo Road,2890.616570051721
3937837818,3937837841,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,True,72,2,Colombo Road,38.37272956206877
3937837843,3937837818,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,True,72,,Colombo Road,36.281404246189375
3937837959,1750944667,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,True,72,,Colombo Road,38.56918974907524
3937903239,3538180787,A1,AA001,Colombo - Kandy,trunk,True,60,2,Olcott Mawatha,175.7548778224299
3945809610,6292190587,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,True,60,2,High Level Road,33.5965735434597
3960797187,1841475983,A2,AA002,Colombo - Galle - Hambantota - Wellawaya,trunk,True,60,2,Matara-Hambantota Road,27.393010155883815
3960868163,77379011,A2,AA002,Colombo - Galle - Hambantota - Wellawaya,trunk,False,70,4,Matara-Hambantota Road,19.925510212326756
3960868163,77379074,A2,AA002,Colombo - Galle - Hambantota - Wellawaya,trunk,False,70,4,Matara-Hambantota Road,496.9723444852067
3964896717,652533088,A0,AA000,Kollupitiya - Sri Jayewardenepura,trunk,True,70,3,Dudley Senanayake Mawatha (Castle Street),50.10868683173362
3983328377,3983328743,A1,AA001,Colombo - Kandy,trunk,True,60,2,Sirimavo Bandaranaike Mawatha (Peradeniya Road),48.036347834263545
3983328377,13671477050,A1,AA001,Colombo - Kandy,trunk,False,60,2,Sirimavo Bandaranaike Mawatha (Peradeniya Road),3862.9603245764
3983329767,3983328377,A1,AA001,Colombo - Kandy,trunk,True,60,2,Sirimavo Bandaranaike Mawatha (Peradeniya Road),49.64570514913653
4004620069,4004630079,A1,AA001,Colombo - Kandy,trunk,True,50,1,Sri Dalada Veediya,20.194983508084622
4004620076,6324979463,A1,AA001,Colombo - Kandy,trunk,True,60,2,Sri Dalada Veediya,25.311121686289006
4004621090,11367587826,A1,AA001,Colombo - Kandy,trunk,False,60,2,Sirimavo Bandaranaike Mawatha (Peradeniya Road),7.0928514510752265
4004621090,13615512124,A1,AA001,Colombo - Kandy,trunk,False,60,2,Sirimavo Bandaranaike Mawatha (Peradeniya Road),20.416929603160348
4004630079,8936981953,A1,AA001,Colombo - Kandy,trunk,True,60,2,Sri Dalada Veediya,74.29873183672088
4011680781,6260211179,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,True,70,2,H. Sri Nassanka Mawatha (Maya Avenue),40.56421615919217
4011680781,1676479570,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,False,50,4,H. Sri Nassanka Mawatha (Maya Avenue),354.99846739522627
4011682730,619195378,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,True,70,2,Sri Sambuddhatwa Jayanthi Mawatha (Havelock Road),51.048646666352965
4011682730,268931354,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,False,"['50', '60']","['5', '3', '6']",Sri Sambuddhatwa Jayanthi Mawatha (Havelock Road),440.57574657797795
4019244692,8865864661,A9,AA009,Kandy - Jaffna,trunk,True,60,,Katugastota Road,324.310895121544
4019244695,4019244692,A9,AA009,Kandy - Jaffna,trunk,True,60,,Katugastota Road,12.403940737448975
4019244724,3218446414,A9,AA009,Kandy - Jaffna,trunk,True,60,,Katugastota Road,51.26836004133523
4045295806,1750869639,A18,AA018,Pelmadulla - Embilipitiya - Nonagama,trunk,False,72,,Pelmadulla-Embilipitiya Road,14695.511689619952
4045295806,1723290054,A18,AA018,Pelmadulla - Embilipitiya - Nonagama,trunk,False,72,,Pelmadulla-Embilipitiya Road,15323.231889661005
