u,v,length_m,highway,name,oneway,ref
3350596498,2082247579,10.821338309223568,trunk,,True,
3351203885,1945644699,29257.229035089593,primary,Passara-Pelwatte Road,False,B359
3351203885,1720491739,6175.005006783508,trunk,Wellawaya-Pottuvil Road,False,A4
3351203885,1135398600,9735.630610187773,trunk,Wellawaya-Pottuvil Road,False,A4
3354483657,250731003,27.91280055613797,secondary,,False,
3354483657,618528183,66.10504827111384,trunk,Sri Jayewardenepura Mawatha,True,A0
3354661040,4582456531,103.41831612421407,trunk,,True,A4
3354684570,6513995673,2014.2965154990166,secondary,Japan Sri Lanka Friendship Road,True,
3354710539,4817240135,1392.32348905349,primary,Kaduwela Road (New Kandy Road),False,B240
3354710539,6719733717,26.03392400604599,primary_link,,True,B47
3354710539,256823957,17.243378200572835,primary,Kaduwela Road (New Kandy Road),False,B240
3354710540,3861760657,27.926596715291833,primary,Main Street (New Kandy Road),False,B240
3354710540,3404831124,14.006873405778869,primary,Main Street (New Kandy Road),False,B240
3355393361,3822140401,216.18628677742487,primary,Dr. C. W. W. Kannangara Mawatha (Alexandra Place),True,
3355393361,1278079633,27.927488851418985,trunk,Alexandra Roundabout,True,A0
3355393375,10682149765,247.3544818679681,trunk,Horton Place,True,A0
3355393375,269202456,14.737979758315205,trunk,Alexandra Roundabout,True,A0
3355393382,3355393375,3.7754321476227117,trunk,Alexandra Roundabout,True,A0
3355420037,13656692418,23.215293313569845,trunk,Clock Tower RB,True,
3364860601,33389197,8.24608039243566,primary_link,,True,
3364860601,3364860604,94.84551580272684,trunk,Anagarika Dharmapala Mawatha,True,New-A2/B535
3364860604,250131881,6.873470451487122,trunk_link,,False,
3364860604,970058024,358.644187823156,trunk,"['Mahaanaama Bridge', 'Anagarika Dharmapala Mawatha', 'Tangalle Road']",True,A2
3364860615,250131908,8.42739095440593,primary_link,,False,
3364860615,12856077384,529.5313303818152,primary,Dr. S. A. Wickramasinghe Mawatha (Station Road),False,B27-16
3364860615,3594319501,374.58377266643436,trunk,Anagarika Dharmapala Mawatha,True,New-A2/B535
3364864049,12335959161,27.8111631219767,trunk_link,,True,
3364864049,3410002327,23.258803062725217,trunk,Akuressa Road,True,A24
3364883416,3410002327,3.599486118443808,trunk,Anagarika Dharmapala Mawatha,True,New-A2/B535
3364883416,374112182,516.3713636514107,trunk,Akuressa Road,True,A24
3365313016,1397147766,7540.690899994431,secondary,"['Batawala-Pathegama Road', 'Midigama - Pathegama Road']",False,
3365313016,1640240442,16.954782016689002,secondary,Midigama - Pathegama Road,True,
3365313019,1640240442,14.686239287617566,trunk,Matara Road,False,A2
3365313019,10575124012,852.1762308761522,trunk,Matara Road,False,A2
3365313019,3365313016,13.909438842481869,secondary,Pathegama Road,True,
3366095884,3366095891,24.21340920700093,primary,,True,
3366095884,1650097484,39.35056223831742,primary,Beach Road,False,B524
3366095891,3697145064,159.75779198925596,primary,Beach Road,False,B524
3366095891,1744563108,14.05353728221348,primary,,True,
3366106297,1650097484,37.24321082018754,primary,Beach Road,False,B524
3366106297,3366095884,9.240457915431136,primary,,True,
3368441146,3379198802,8742.282605017075,secondary,Warapitiya - Mawarala Road,False,
3368441146,2078753475,7486.12994919447,primary,Mulatiyana-Urubokka,False,B415
3368441146,2078754584,7267.452618548403,primary,Mulatiyana-Urubokka,False,B415
3369556773,5222832139,9436.040304288832,secondary,Bulathsinhala - Galketiya - Molkawa Road,False,
3369556773,1994725664,21419.25209282525,primary,Kukulegama-Kelinkanda-Molkawa Road,False,B656
3369556773,560221199,11725.599192703467,primary,Molkawa Road,False,B584
3371892591,3220669258,68.99529975477745,primary,Weligepola-Handagiriya Road,False,B467
3371892591,3371893296,34.4361226876599,primary_link,,False,
3371892591,1994857493,10968.179849140746,primary,Weligepola-Handagiriya Road,False,B467
3371893296,3220669258,48.88751065350089,primary,Rajawaka-Kapugala Road,False,B593
3371893296,3371892591,34.4361226876599,primary_link,,False,
3371893296,2407176254,5979.003718893639,primary,Rajawaka-Kapugala Road,False,B593
3377393479,138713153,2.6756879941766463,trunk,,True,
3377484738,3396222638,895.6543929788647,primary_link,,True,
3377484738,3377554124,426.87170263471194,trunk,New Tissa Road,True,New-A2
3377484744,3377554166,212.2644823197938,trunk,New Tissa Road,True,New-A2
3377484745,1783645280,875.1442244743595,primary_link,,True,
3377484745,3377554171,484.7352361904056,primary,Hambantota-Gonnoruwa-Meegahajandura Road,True,B631
3377492839,1725061828,50639.86562190315,trunk,"['Trincomalee-Batticaloa Road', 'Panichchankeni Bridge', 'Batticaloa-Trincomalee Road', 'Verugal Aru Bridge']",False,A15
3377492839,1685803214,2379.9925456303636,trunk,Trincomalee-Batticaloa Road,False,A15
3377492839,1880414150,14726.653869966169,"['secondary', 'primary']",Palatoppu-Seruwawila Road,False,B347
3377554124,3377554136,247.17324768850847,trunk,New Tissa Road,True,New-A2
3377554125,3396222638,471.56761330086334,primary,Hambantota-Gonnoruwa-Meegahajandura Road,True,B631
3377554125,3377554124,456.11812961540716,primary_link,To Tissa,True,
3377554135,2544603913,238.65313992888736,primary,Hambantota-Gonnoruwa-Meegahajandura Road,True,B631
3377554136,3169248433,439.5450841721964,trunk,New Tissa Road,True,New-A2
3377554136,3377554135,490.98099325724314,primary_link,From Matara,True,
3377554166,3377554171,498.7621127174999,primary_link,From Tissa,True,
3377554166,1783645280,443.68200899275064,trunk,New Tissa Road,True,New-A2
3377554171,3377554125,242.91159113141748,primary,Hambantota-Gonnoruwa-Meegahajandura Road,True,B631
3377585348,3377585365,9.419153985111652,trunk_link,,False,
3377585348,6272264028,107.82792617081046,trunk,New Hambantota Road,True,New-A2
3377585365,3377585348,9.419153985111652,trunk_link,,False,
3377585365,6272264002,979.6450727397794,trunk,New Hambantota Road,True,New-A2
3377585366,1814571489,9.67514901466566,trunk_link,,False,
3377585366,6272264031,158.65435156347542,trunk,New Hambantota Road,True,New-A2
3377596120,3377596139,896.3039517837303,trunk,New Hambantota Road,True,New-A2
3377596120,3377606356,1239.8107078540404,trunk_link,,True,
3377596139,3676141026,2722.847953971229,trunk,New Hambantota Road,True,New-A2
3377598504,3377615207,223.1194311485005,trunk_link,,True,
3377598520,3669636229,1655.6513659305645,primary,Mirijjawila-Sooriyawewa Road,True,B562
3377606356,3377606357,226.00213560868798,trunk_link,,True,
3377606357,3377598520,1205.8215653167404,trunk_link,,True,
3377606357,3377606367,722.6772395234552,trunk_link,,True,
3377606367,6247562215,807.5507481033479,primary,Mirijjawila-Sooriyawewa Road,True,B562
3377606381,3377598504,1392.2698026703363,trunk_link,,True,
3377606381,3377598520,759.2601107303931,primary,Mirijjawila-Sooriyawewa Road,True,B562
3377606382,3377598504,590.0461237767032,trunk_link,,True,
3377606382,3377606367,927.2840225219068,primary,Mirijjawila-Sooriyawewa Road,True,B562
3377615196,3377606356,644.530968484064,trunk_link,,True,
3377615196,1814571632,939.9200275292449,trunk,New Hambantota Road,True,New-A2
3377615207,3377596139,1275.5284211914359,trunk_link,,True,
3377615207,1814571632,543.3806831385975,trunk_link,,True,
3377656967,1725061738,9207.078687198044,primary,Oddaimavadi-Vakaneri Road,False,B333
3377660265,3377660279,2357.228310918291,primary,Nasivantivu-Navalady Road,False,AB38
3377660279,1725061828,73.62134540856553,primary_link,,False,
3377660279,1725061816,78.5414288630466,primary_link,,False,
3377660279,3377660265,2357.228310918291,primary,Nasivantivu-Navalady Road,False,AB38
3377795308,1814571515,9.55328595224487,trunk_link,,False,
3377795308,3377919347,3941.3129249957333,primary,Hambantota-Gonnoruwa-Meegahajandura Road,True,B631
3377799428,3377799429,12.00313241690157,primary,,False,
3377799428,3378015268,446.76842187146,primary,Hambantota-Gonnoruwa-Meegahajandura Road,True,B631
3377799429,3377799428,12.00313241690157,primary,,False,
3377799429,3377803375,1141.5627828653908,primary,Hambantota-Gonnoruwa-Meegahajandura Road,True,B631
3377803375,3377803376,7.26699444719849,primary,,False,
3377803375,3377803385,560.5829205443478,primary,Hambantota-Gonnoruwa-Meegahajandura Road,True,B631
3377803376,3377803375,7.26699444719849,primary,,False,
3377803376,3377799428,1142.43305929816,primary,Hambantota-Gonnoruwa-Meegahajandura Road,True,B631
3377803384,3377803385,11.982268360221893,primary,,False,
3377803384,3377803376,563.3907835217819,primary,Hambantota-Gonnoruwa-Meegahajandura Road,True,B631
3377803385,3377803384,11.982268360221893,primary,,False,
3377803385,3726222386,159.37921953500955,primary,Hambantota-Gonnoruwa-Meegahajandura Road,True,B631
3377837110,3377837112,8.080525225969506,primary_link,,True,
3377837110,3377837114,12.36126588770953,primary,Hambantota-Gonnoruwa-Meegahajandura Road,True,B631
3377837112,1814571587,9537.476872691885,primary,Hambantota-Gonnoruwa-Meegahajandura Road,True,B631
3377837113,3377837112,13.941969344225438,primary,Hambantota-Gonnoruwa-Meegahajandura Road,True,B631
3377837113,3377837114,9.145335063391368,primary_link,,True,
3377837114,3726222385,5886.670294890488,primary,Hambantota-Gonnoruwa-Meegahajandura Road,True,B631
3377919347,1814571587,19.310171214317133,secondary,,False,
3377919347,3377837110,9548.422416987822,primary,Hambantota-Gonnoruwa-Meegahajandura Road,True,B631
3378015268,3378015269,8.535016966842111,primary,,False,
3378015268,3721669276,1401.4211086772598,primary,Hambantota-Gonnoruwa-Meegahajandura Road,True,B631
3378015269,3378015268,8.535016966842111,primary,,False,
3378015269,3377799429,445.4315372305507,primary,Hambantota-Gonnoruwa-Meegahajandura Road,True,B631
3379196495,3379198802,500.27282814722753,secondary,Warapitiya - Mawarala Road,False,
3379196495,2078754030,2904.8140284796377,secondary,,False,
3379196495,2078754919,6343.531734259114,secondary,,False,
3379198802,3379196495,500.27282814722753,secondary,Warapitiya - Mawarala Road,False,
3379198802,3368441146,8742.282605017086,secondary,Warapitiya - Mawarala Road,False,
3379198802,3533679913,2564.3746384314954,secondary,Deiyandara - Warapitiya,False,
3379393108,619883043,1471.4195900450406,trunk,High Level Road,False,A4
3379393108,1430578050,916.7595105447633,trunk,High Level Road,True,A4
3379422347,3379422350,472.0313194376863,primary,Parliament Approach,False,B532
3379422350,3379422351,6.544059230328138,primary,Parliament Drive,False,B531
3379422350,3379422347,472.0313194376863,primary,Parliament Approach,False,B532
3379422350,635165818,274.9018427951817,primary,Parliament Drive,False,B531
3379422351,3379422350,6.544059230328138,primary,Parliament Drive,False,B531
3379422351,250730985,426.3690893909475,primary,Parliament Drive,False,B531
3379422351,258051365,471.97805392128737,primary,Parliament Approach,False,B532
3379676395,6475692032,2.6533553095034597,trunk,,True,
3381632166,6250523961,10.066889324877197,primary_link,,False,
3381632166,6251876728,2076.3182592632897,primary,Sooriyawewa-Migahajandura Road,True,
3387391143,6545679856,22.758787943573633,primary,Yakkala-Radawana Road,True,B479
3387391143,667506531,2766.0859580455067,primary,Yakkala-Radawana Road,False,B479
3390634865,3390658487,1648.796002158344,trunk,Nanu Oya Road,False,A7
3390634865,77684317,210.64461658396417,trunk,Badulla Road,False,A5
3390634865,3815814909,941.8073108970433,trunk,Badulla Road,False,A5
3390636008,3682574805,9794.598901188674,trunk,"['Nuwara Eliya-Badulla Road', 'Badulla Road']",False,A5
3390636008,77684317,138.27039407974019,trunk,Badulla Road,False,A5
3390636008,198476911,80.72252903123477,primary,Race Course Round Road,False,B331-3
3390658487,247141016,4512.264223209642,trunk,"['Main Street', 'Nanu Oya Road']",False,A7
3390658487,198485623,13068.247846064334,primary,Blackpool-Ambewela Road,False,B512
3390658487,3390634865,1648.7960021583442,trunk,Nanu Oya Road,False,A7
3394212059,1780055690,1210.517002738954,primary,"['Masimbula Road', 'Bulutota Road', 'Hospital Road']",False,B383
3396222638,3377795308,3921.6356562607707,primary,Hambantota-Gonnoruwa-Meegahajandura Road,True,B631
3396258709,1979513513,1966.3623243553861,primary,Ampara-Inginiyagala Road,False,AB1
3396258709,3396258718,47.46041640996087,primary,,True,
3396258718,3396258709,50.13572236666647,primary,,True,
3396258718,1877385011,15024.184930475825,primary,"['Wadinagala-Inginiyagala Road', 'Ampara-Inginiyagala Road']",False,"['B350', 'AB1']"
3398081271,2568176821,44.848719048922625,primary,Access Road to Matara,True,B635
3398081271,3398081272,13.082009493974384,trunk,Matara-Akuressa Road,True,A24
3398081272,5771476347,32.6799657667704,trunk,Matara-Akuressa Road,True,A24
3398081272,2568176828,10.757796296532362,primary,Access Road to Matara,True,B635
3403175009,4457419930,3589.0790618777905,primary,Biyagama Road,False,B214
3403175009,4152530093,46.55596300056704,primary,Biyagama Road,False,B214
3403175009,4152530101,33.9444979102032,primary,Biyagama Road,False,B214
3403175022,4621924226,9.131426012236199,primary,Biyagama Road,False,B214
3403175022,4152530101,27.31408820702894,primary,Biyagama Road,True,B214
3403175022,324997506,34.584945026116756,trunk,Colombo-Kandy Road,True,A1
3404831124,256823957,10.473609978780202,primary,Kaduwela Road (New Kandy Road),False,B240
3404831124,3354710540,14.006873405778869,primary,Main Street (New Kandy Road),False,B240
3410002327,12335959161,26.55615417610603,trunk,Anagarika Dharmapala Mawatha,True,New-A2/B535
3410002327,1428670920,10.591249872085479,trunk_link,Anagarika Dharmapala Mawatha,True,
3410071521,5229028214,11668.968799192951,primary,Alawatugoda-Ankumbura-Keppetigala Road,False,B7
3410071521,1836349723,7636.17009670242,primary,Poojapitiya-Alawathugoda Road,False,B377
3410071521,1836349438,493.29836230353834,primary,Alawatugoda-Ankumbura-Keppetigala Road,False,B7
3415305649,3021911951,133.75766077497502,secondary,Sri Dalada Thapowana Vihara Mawatha,False,B489
3416291126,3617768739,229.42808258117606,secondary,Dr. Lester James Peiris Mawatha (Dickman's Road),True,
3416291126,618273393,1062.5597684573163,trunk,"['R. A. de Mel Mawatha', 'Dharmarama Road']",True,
3416291126,3742192428,511.9762134300464,secondary,Dr. Lester James Peiris Mawatha (Dickman's Road),False,
3416397811,1314754534,10341.462534823571,primary,"['Wattegama Road', 'Ukuwela Road']",False,B462
3416397811,3856554872,316.72582722546053,primary,Elkaduwa Road,False,B462
3416397811,1157613973,12007.108266822448,primary,Elkaduwa Road,False,B461
3422963193,5375634189,1167.499429696583,"['primary', 'trunk']","['Anagarika Dharmapala Mawatha', 'Weera Madduma Bandara Mawatha', 'Sangaraja Mawatha']",False,"['A26', 'B195', 'B608']"
3422963193,13676334893,19.54804986943897,trunk,Anagarika Dharmapala Mawatha,False,A26
3425048799,2088167963,12634.535879536086,primary,Matugama Road,False,B157
3425048799,311128308,37.6340885890701,primary,Matugama Road,True,B157
3425048815,3425048799,13.848021546590989,primary,Matugama Road,True,B157
3431855593,3431855628,28.915224845771476,trunk,Peliyagoda Roundabout,True,
3431855593,4621924226,440.01277822277507,trunk,Colombo-Kandy Road,True,A1
3431855608,6721834897,153.05859778854773,trunk_link,,True,
3431855608,3431855654,14.96451760353407,trunk,Peliyagoda Round About,True,
3431855628,2505983167,5.669310206910175,trunk,Peliyagoda Roundabout,True,
3431855630,3431855593,7.0761770944013085,trunk,Peliyagoda Roundabout,True,
3431855654,3431855630,148.92339031673117,trunk,Colombo-Kandy Road,True,A1
3431855654,4388603895,23.856117826151163,trunk,Peliyagoda Round About,True,
3431908601,2499283524,7.363630222706257,trunk,Negombo Road,True,A3
3431908601,5216483996,43.46576687130195,trunk,Peliyagoda Interchange Access Road,True,B634
3432403049,617816305,59.75210525526934,secondary,Thoppuwa-Nattandiya-Madampe Road,True,B419
3432403049,3432403070,13.510036721412117,primary,,True,
3432403050,6495926129,1.995071241393194,primary,,True,
3432403052,3432403049,12.166845692605985,primary,,True,
3432403070,3432403079,1.1570597053577982,primary,,True,
3432403079,2199336301,64.86721885180512,primary,Negombo-Kurunegala Road,True,B308
3432403079,3432403050,12.974349034142865,primary,,True,
3445493696,2164965848,268.2911473740893,primary,Akuressa Bypass Road,False,B636
3445493696,2190932692,13300.088863971316,trunk,Deniyaya Road,False,A17
3445493696,2190965800,257.0597871427326,trunk,Deniyaya Road,False,A17
3448778695,651747031,912.2766141263276,trunk,Galle Road,False,A2
3448778695,665685929,43.45209181571613,trunk,Galle Road,True,A2
3448778696,6266463975,86.22740982361728,trunk,Galle Road,True,A2
3448778696,665685929,74.25288688339369,trunk,Galle Road,True,A2
3448830936,3448831164,9684.000727661316,secondary,,False,
3448830936,3448831164,9054.836391686462,primary,"['Dambokka-Katupitiya Road', 'Rambukkana-Katupitiya Road']",False,"['B384', 'B87']"
3448830936,2362937346,4994.334813279775,primary,Dambokka-Katupitiya Road,False,B87
3448831164,3448830936,9684.000727661312,secondary,,False,
3448831164,3448830936,9054.83639168647,primary,"['Dambokka-Katupitiya Road', 'Rambukkana-Katupitiya Road']",False,"['B384', 'B87']"
3448831164,2362937081,2683.0411745113333,primary,Rambukkana-Katupitiya Road,False,B384
3453321762,2015265429,2306.0871012725893,primary,Morontota-Arandara Road,False,B602
3453321762,3221213836,5904.126345475599,primary,Morontota-Arandara Road,False,B602
3453321762,3220025120,14462.077829290107,primary,"['Paragammana-Dikella-Atugoda-Wanduradeniya Road', 'Atugoda Road', 'Paragammana - Atugoda Road']",False,B604
3454145592,10081650052,1424.4604565359652,secondary,,False,
3454145592,2398925514,4185.714255029368,primary,Bibile-Pitakumbura-Namal Oya-Inginiyagala Road,False,B527
3454145592,2055607563,5363.282630601166,primary,Bibile-Pitakumbura-Namal Oya-Inginiyagala Road,False,B527
3470537530,1138480058,4275.861752375986,primary,Elpitiya Road,False,B14
3470537530,7183441660,5478.482764644035,primary,Elpitiya Road,False,B14
3470537530,3470538976,9473.980429001464,secondary,Uragaha - Karandeniya Road,False,
3470538976,1094458277,13960.352895015629,primary,Elpitiya Road,False,B55
3470538976,1721462757,873.8649571601491,primary,Kosgoda-Uragaha Road,False,B558
3470538976,3470537530,9473.980429001462,secondary,Uragaha - Karandeniya Road,False,
3470538976,2904638859,12613.614941498849,primary,"['Uragaha Road', 'Elpitiya Road']",False,B55
3474422106,847851287,41.47227391481373,trunk,Jaffna-Kandy Road,True,AA009
3474422106,4136824664,12.265281247766945,trunk,,True,AA032
3476487649,5286960407,1696.973193729701,secondary,,False,
3476851295,3476851315,25.21071467080007,trunk,,True,
3476851295,1895649423,1446.6175644160564,trunk,Trincomalee Road,False,A15
3476851315,3476851295,21.36988124874281,trunk,,True,
3476851315,1895831908,10743.673327099521,trunk,Trincomalee Road,False,A15
3477921642,5559025441,11.477810783024099,primary,,True,
3477921642,5559025440,23.957002564975852,primary,Kadawatha-Ganemulla Road,False,B58
3477921644,5559025442,20.76605531084671,primary,Kadawatha-Ganemulla Road,False,B58
3477921644,3477921642,24.678833212959873,primary,,True,
3478101817,3033937981,38.70389664569417,trunk_link,,True,
3478101817,258029175,330.73935940256285,trunk,Sirimavo Bandaranaike Mawatha (Peradeniya Road),True,A1
3478551526,844679704,7.324249752360086,secondary_link,,False,
3478551526,733573148,170.8495359950517,trunk,Colombo-Kandy Road,True,A1
3484165078,1797858594,13721.046432961231,primary,Idangoda-Ayagama Road,False,B160
3484165078,1796923068,23221.271694231596,secondary,Bulathsinhala - Gawaragiriya - Ayagama Road,False,
3484165078,1994703248,16212.676855482006,primary,Ayagama-Kukulegama Road,False,B34
3487940314,6721834897,303.2813914111211,trunk,Approach Road to Katunayake Expressway,False,
3491079315,621150239,738.1756997155176,primary,Biyagama Makola Road,False,B632
3491079315,621126052,81.50899024131168,primary,Biyagama Makola Road,False,B632
3491079315,3491079318,51.217800974068595,primary_link,,False,
3491079318,3491079315,51.217800974068595,primary_link,,False,
3491079318,621126052,53.641395174183366,primary,Kiribathgoda-Makola-Sapugaskanda Road,False,B221
3491079318,403841847,3006.5064412537395,primary,"['Pattiwila-Makola Road', 'Kiribathgoda-Makola-Sapugaskanda Road']",False,"['B221', 'B362']"
3491135822,3491135824,22.961158420503565,trunk_link,,True,
3491135822,1797964180,28.737815284916437,trunk,Ratnapura Road,True,A4
3491135824,3491138212,91.24184120053953,trunk,Yatiyantota Road,False,A7
3491135824,1797964180,26.572622027013615,trunk,Yatiyantota Road,False,A7
3491138210,3510278658,75.00977498323724,primary,Dharmapala Mawatha,True,AB6
3491138212,3095525776,27.876916150565187,trunk,Yatiyantota Road,False,A7
3491138212,3491135824,91.24184120053951,trunk,Yatiyantota Road,False,A7
3491138212,3491138210,21.650966114601548,trunk_link,,True,
3492721845,1881982405,11562.029135372402,secondary,Kahatagasdigilya - Ratmalgahawewa - Kivulekade Road,False,B538
3492721845,1881982667,3829.608308712307,trunk,Vavuniya-Horowpotana Road,False,AA029
3492721845,1740742111,18180.852386889834,trunk,Vavuniya-Horowpotana Road,False,AA029
3492736839,6543091755,1587.0195348004886,primary,Akuressa Road,False,B238
3492736839,98554099,11269.667251629295,primary,Yakkalamulla-Imaduwa Road,False,B238
3492736839,2164965848,19224.041214063698,primary,"['Akuressa-Ketanwila Road', 'Yakkalamulla-Ketanwila Road']",False,"['B4', 'B480']"
3492878507,2079870056,51.03222911782167,trunk_link,,True,
3492878507,2079870063,5096.1265633750845,trunk,Navakkuli - Kerativu - Mannar Road,False,AA032
3498436079,3570836873,784.2148196618682,primary,Colombo - Horana Road,False,B84
3498436079,3498436083,61.74055197612689,primary,Colombo-Horana Road,True,B84
3498436083,7062446559,8.672443291682319,primary,Colombo-Horana Road,True,B84
3498436089,3498436079,33.1115853125164,primary,Colombo-Horana Road,True,B84
3498436506,3498436089,26.028873898619338,primary,Colombo-Horana Road,True,B84
3498436506,3498436083,10.830979268803029,primary,Piliyandala Bypass Road,True,
3498446842,13437079224,5.357584432149717,primary,Piliyandala-Maharagama Road,True,B367
3498446844,3320941718,37.78167226004036,primary,Piliyandala-Maharagama Road,True,B367
3498446844,3498455027,77.59609726684216,primary_link,,True,
3498446858,3803845891,18.332488454848697,primary,Piliyandala-Maharagama Road,True,B367
3498455027,3498455046,999.9354001920944,primary,Piliyandala Bypass Road,True,B639
3498455031,5344838936,33.37753121731499,primary,Piliyandala Bypass Road,True,B639
3498455031,3498446842,42.63377146628073,primary_link,,True,
3498455036,5968356282,22.27063235329241,primary,Piliyandala Bypass Road,True,B639
3498455036,5968393657,9.468345870240093,primary,Piliyandala - Kottawa Road,True,B267
3498455040,4019531402,24.83500117970363,primary,Piliyandala - Kottawa Road,True,B267
3498455046,5968326761,26.42024146020908,primary,Piliyandala Bypass Road,True,B639
3498455046,5344838908,49.81463396111351,primary_link,,True,
3498455049,3498455036,16.726339357994014,primary,Piliyandala - Kottawa Road,True,B267
3498455049,5968356282,23.563577435532554,primary_link,,True,
3498455050,3498455031,1007.5455148428964,primary,Piliyandala Bypass Road,True,B639
3498458033,3498458036,43.27630036598055,primary,Kesbewa-Kosgashandiya Road,True,B510
3498458033,665006657,728.8912988356842,primary,Kesbewa-Kosgashandiya Road,False,B510
3498458035,3498458036,16.4221716282407,primary,Piliyandala Bypass Road,True,B639
3498458035,3498458033,40.224661781989866,primary,Kesbewa-Kosgashandiya Road,True,B510
3498458036,5968372655,11.273448756003306,secondary,Kesbewa-Kosgashandiya Road,True,
3498458036,3498479737,212.3350089680115,primary,Piliyandala Bypass Road,True,B639
3498479727,3498479747,65.66452624485507,primary,Kesbewa - Kindelpitiya - Bandaragama Road,True,B216
3498479727,1446610177,12028.44230061349,primary,Kesbewa - Kindelpitiya - Bandaragama Road,False,B216
3498479737,3498479748,14.163543216972014,primary,Piliyandala Bypass Road,True,B639
3498479737,254365532,197.1636544073749,primary,Colombo - Horana Road,True,B84
3498479741,5968372698,18.923121005606276,primary,Colombo - Horana Road,True,B84
3498479741,5968372641,29.46121302572579,primary_link,,True,
3498479745,257673145,1175.584977626842,primary,Colombo - Horana Road,False,B84
3498479745,3498479741,36.11860702346475,primary,Colombo - Horana Road,True,B84
3498479747,5968372698,13.418927065543942,primary,Piliyandala Bypass Road,True,B639
3498479747,3498479745,60.30507534315143,primary,Colombo - Horana Road,True,B84
3498479748,3498479760,19.806526025103548,primary,Kesbewa - Kindelpitiya - Bandaragama Road,True,B216
3498479748,3498479747,12.589045195324047,primary,Colombo - Horana Road,True,B84
3498479749,3498479748,25.572011428844025,primary,Colombo - Horana Road,True,B84
3498479749,3498479760,28.740904740283703,primary_link,,True,
3498479760,3498479727,41.00287226023868,primary,Kesbewa - Kindelpitiya - Bandaragama Road,True,B216
3502106854,275517837,131.07660321467512,primary,Kotte Road,True,
3502106859,619152165,92.56289930267454,trunk,Sri Jayewardenepura Mawatha,True,A0
3502106859,3502106854,107.92314866532053,trunk_link,Perakumba Mawatha,True,
3502161783,3502161785,48.715377975006604,primary_link,,True,
3502161783,6513598497,599.0976989588094,primary,Denzil Kobbekaduwa Mawatha,False,AB15
3502161783,3502161784,31.500974901253436,primary,Denzil Kobbekaduwa Mawatha,False,AB15
3502161784,3502161785,29.944533209671555,primary,Pelawatte Road,True,B47
3502161784,5157977022,9.164922573546498,primary,Denzil Kobbekaduwa Mawatha,False,AB15
3502161784,3502161783,31.500974901253436,primary,Denzil Kobbekaduwa Mawatha,False,AB15
3502161785,2974015141,630.0135114750383,primary,Pelawatte Road,True,B47
3502162896,3502161783,48.54140669842033,primary_link,,True,
3502162896,3502161784,33.77623051798688,primary,Pelawatte Road,True,B47
3504273406,9075842334,8.253250544644454,primary_link,,False,
3504273406,6260384161,558.8603099143222,primary,Colombo-Piliyandala-Horana Road,True,B84
3510278658,309033793,663.2803121137661,trunk,Ratnapura Road,False,A4
3510278658,3491135822,84.79047740965363,trunk,Ratnapura Road,True,A4
3514813026,5153486356,204.4893477543284,primary,Old Dedugala Road,False,
3514813026,5153486366,111.62171229617402,trunk,Kegalle-Bulathkohupitiya-Karawanella Road,False,A21
3514813026,3120470733,3487.879698449874,trunk,Kegalle-Bulathkohupitiya-Karawanella Road,False,A21
3514826047,3514826055,5128.7129856083975,primary,Parussella-Panapitiya Road,False,B358
3514826047,2015265415,4807.631434322453,trunk,Kegalle-Bulathkohupitiya-Karawanella Road,False,A21
3514826047,5153486366,5045.141135893115,trunk,Kegalle-Bulathkohupitiya-Karawanella Road,False,A21
3514826055,3514826047,5128.712985608395,primary,Parussella-Panapitiya Road,False,B358
3514826055,3216973602,3869.2170090563754,primary,Yatiyantota-Punugala-Sea Forth Road,False,B482
3514826055,7026519236,21016.995818498555,primary,Yatiyantota-Punugala-Sea Forth Road,False,B482
3517300085,3517300319,675.2328290479438,primary,Upcot Road,False,B330
3517300319,1222995635,8695.952185261533,primary,Maskeliya-Upcot Road,False,B273
3517300319,3195561861,11402.937786616134,primary,Upcot Road,False,B330
3517300319,3517300085,675.2328290479437,primary,Upcot Road,False,B330
3517327762,13756203795,21778.92982067129,primary,Lindula-Agarapathana-Dayagama Road,False,B252
3517327762,2608995079,3864.121893171224,trunk,"['Main Street', 'Nanu Oya Road']",False,A7
3517327762,247140495,6773.409854846219,trunk,Nanu Oya Road,False,A7
3517629552,3206169196,42.94375030898011,primary,Biyagama Makola Road,False,B632
3517629552,2087105380,2511.0817699610675,primary,Biyagama Makola Road,False,B632
3517629554,3206169196,50.47404190735573,primary,New Kandy Road,False,B214
3517629554,3517629552,55.5617857192454,primary_link,,True,
3517629554,639127240,2182.9768352619612,primary,New Kandy Road,False,B214
3518417590,1880627813,9359.640588605884,trunk,Kandy-Jaffna Road,False,A9
3518417590,3518418201,33.69859423693312,trunk,Kandy-Jaffna Road,True,A9
3518418193,3518418208,15.44232637093187,trunk,,True,
3518418193,3518418194,36.886143032202234,trunk,Kandy-Jaffna Road,True,A9
3518418194,3518418208,34.44669594007705,trunk,Kandy-Jaffna Road,True,A9
3518418194,4139580626,6550.890845401829,trunk,Anuradhapura Road,False,A9
3518418196,1028522781,4743.710566605695,trunk,Kandy Road,False,A13
3518418196,3518418214,24.42135861819491,trunk,Kandy Road,True,A13
3518418199,3518418201,14.234622021683924,trunk,,True,
3518418199,3518417590,30.59886203465081,trunk,Kandy-Jaffna Road,True,A9
